URLLength,DomainLength,TLD_known,CharContinuationRate,TLDLegitimateProb,URLCharProb,NoOfSubDomain,url_has_ip,url_has_shortener,url_suspicious_tld,url_dash_count,url_underscore_count,url_subdomain_count,url_path_depth,url_query_length,url_has_secure_words,url_has_banking_words,domain_entropy,domain_vowel_ratio,domain_digit_ratio,domain_has_brand_words,domain_consecutive_consonants,domain_typo_indicators,label
32,25,1,1,0.0799628,0.060901075,1,0,0,0,0,0,1,0,0,0,0,3.78346519,0.32,0,0,3,0,1
31,24,1,1,0.5229071,0.064236148,1,0,0,0,0,0,1,0,0,0,0,3.720175521,0.333333333,0,0,3,0,1
40,33,1,0.923076923,0.028555,0.060697937,2,0,0,0,0,0,2,0,0,0,0,3.907734271,0.393939394,0,0,3,0,1
28,21,1,0.642857143,0.0326503,0.048531479,1,0,0,0,1,0,1,0,0,0,0,3.784941827,0.285714286,0,0,3,0,1
24,17,1,1,0.5229071,0.062119347,1,0,1,0,0,0,1,0,0,0,0,3.292770194,0.176470588,0,0,4,0,1
35,28,1,1,0.5229071,0.048430517,1,0,0,0,0,0,1,0,0,0,0,3.923251797,0.178571429,0,0,9,0,0
16,10,1,1,0.0326503,0.048474785,1,0,0,0,0,0,1,0,0,0,0,2.446439345,0.3,0.1,0,3,0,0
24,17,1,1,0.0384199,0.054792398,1,0,0,0,0,0,1,0,0,0,0,3.4548224,0.294117647,0,0,3,0,1
27,20,1,1,0.5229071,0.063974548,1,0,0,0,0,0,1,0,0,0,0,3.48418372,0.2,0,0,3,0,1
25,19,1,0.636363636,0.0384199,0.066753586,1,0,0,0,1,0,1,0,0,0,0,3.22109725,0.315789474,0,0,3,0,0
38,31,1,1,0.5229071,0.054921408,1,0,0,0,0,0,1,0,0,0,0,3.913400746,0.258064516,0,0,6,0,1
24,17,1,1,0.5229071,0.067465948,1,0,0,0,0,0,1,0,0,0,0,3.337175341,0.235294118,0,0,3,0,1
78,18,1,0.928571429,0.5229071,0.046958007,1,0,0,0,2,0,2,4,0,0,0,3.239097918,0.388888889,0,0,1,0,0
32,25,1,1,0.0799628,0.054190344,1,0,0,0,0,0,1,0,0,0,0,3.62346519,0.28,0,0,4,0,1
90,7,0,1,0.0129268,0.036918865,0,0,0,0,0,0,1,3,0,0,0,2.521640636,0.428571429,0,0,3,0,0
32,25,1,1,0.5229071,0.058177669,1,0,0,0,0,0,1,0,0,0,0,3.89366069,0.32,0,0,3,0,1
23,16,1,1,0.5229071,0.062570692,1,0,0,0,0,0,1,0,0,0,0,3.327819531,0.3125,0,0,3,0,1
20,14,1,1,0.5229071,0.040008104,1,0,0,0,0,0,1,0,0,0,0,3.182005815,0.071428571,0,0,6,0,0
31,24,1,0.882352941,0.028555,0.063516738,2,0,0,0,0,0,2,0,0,0,0,3.709147917,0.291666667,0,0,4,0,1
29,22,1,1,0.5229071,0.062727532,1,0,0,0,0,0,1,0,0,0,0,3.55034071,0.272727273,0,0,3,0,1
23,16,1,0.666666667,0.028555,0.06230451,2,0,0,0,0,0,2,0,0,0,0,3.280639062,0.25,0,0,3,0,1
26,19,1,1,0.5229071,0.056190062,1,0,0,0,0,0,1,0,0,0,0,3.40582225,0.263157895,0,0,4,0,0
18,11,0,1,0.0129268,0.04809248,1,0,0,0,0,0,1,0,0,0,0,2.663532755,0.272727273,0,0,3,0,1
18,11,1,1,0.0799628,0.059843751,1,0,0,0,0,0,1,0,0,0,0,2.663532755,0.181818182,0,0,3,0,1
24,17,1,1,0.5229071,0.06455363,1,0,0,0,0,0,1,0,0,0,0,3.4548224,0.235294118,0,0,3,0,1
18,12,1,1,0.5229071,0.037197169,1,0,0,0,0,0,1,0,0,0,0,3.022055209,0.083333333,0.25,0,3,0,0
18,11,1,1,0.0799628,0.060149428,1,0,0,0,0,0,1,0,0,0,0,2.368522528,0.181818182,0,0,3,0,1
24,17,1,1,0.5229071,0.064235657,1,0,0,0,0,0,1,0,0,0,0,3.219528282,0.294117647,0,0,3,0,1
24,17,0,0.8,0.0001858,0.057451983,1,0,0,1,1,0,1,0,0,0,0,3.337175341,0.235294118,0,0,3,0,0
73,13,0,0.6,0.0129268,0.034835883,1,0,0,0,0,0,1,3,0,0,0,3.085055103,0.384615385,0,0,3,0,0
85,19,0,0.8125,0.0094423,0.063114469,1,0,1,0,0,0,4,3,0,0,0,3.616348566,0.315789474,0,0,2,0,0
30,23,1,1,0.5229071,0.06619578,1,0,0,0,0,0,1,0,0,0,0,3.588354347,0.347826087,0,0,3,0,1
24,18,1,0.636363636,0.0045585,0.041814845,2,0,0,0,0,0,2,0,0,0,0,3.086048612,0.222222222,0,0,4,0,0
31,25,1,0.764705882,0.0384199,0.053489145,2,0,0,0,0,0,2,0,0,0,0,3.67326969,0.32,0.04,0,3,0,0
30,23,1,0.642857143,0.0075051,0.037766779,2,0,0,0,1,0,2,0,0,0,0,3.588354347,0.173913043,0.043478261,0,6,0,0
34,28,1,1,0.5229071,0.06229117,1,0,0,0,0,0,1,0,0,0,0,3.672553582,0.25,0,0,3,0,0
18,11,1,1,0.5229071,0.063481431,1,0,0,0,0,0,1,0,0,0,0,2.663532755,0.181818182,0,0,3,0,1
50,16,1,0.916666667,0.5229071,0.057445239,0,0,0,0,1,0,0,5,0,0,0,3.625,0.3125,0.0625,0,2,0,0
19,12,0,1,0.0180132,0.032354711,1,0,0,0,0,0,1,0,0,0,0,2.855388542,0.083333333,0,0,5,0,0
21,14,1,0.727272727,0.0059772,0.074835716,1,0,0,0,0,0,1,0,0,0,0,3.039148672,0.428571429,0,0,2,0,0
30,23,0,1,0.0019933,0.055496184,1,0,0,0,0,0,1,0,0,0,0,3.675310869,0.260869565,0,0,3,0,1
28,21,1,1,0.5229071,0.06208614,1,0,0,0,0,0,1,0,0,0,0,3.653756708,0.285714286,0,0,3,0,1
41,34,1,1,0.0799628,0.064137853,1,0,0,0,0,0,1,0,0,0,0,3.858802914,0.264705882,0,0,4,0,1
21,14,0,1,0.0005555,0.063414151,1,0,0,0,0,0,1,0,0,0,0,3.039148672,0.214285714,0,0,3,0,0
66,7,0,1,0.0129268,0.033640778,0,0,0,0,0,0,0,2,0,0,0,2.521640636,0.428571429,0,0,3,0,0
39,13,0,1,0.0001446,0.05946877,0,0,0,0,2,0,0,1,0,0,0,3.39274741,0.461538462,0,0,2,0,0
20,12,0,1,3.71E-05,0.049517826,0,0,0,0,0,0,0,1,0,0,0,3.418295834,0.25,0,0,3,0,0
45,37,1,0.696969697,0.5229071,0.062338618,1,0,0,0,0,0,1,1,0,0,0,3.928802609,0.378378378,0,0,4,0,0
19,13,1,1,0.5229071,0.055741012,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.153846154,0,0,3,0,0
18,11,1,1,0.0799628,0.062389003,1,0,0,0,0,0,1,0,0,0,0,2.55034071,0.181818182,0,0,3,0,1
24,17,1,1,0.5229071,0.072813176,1,0,0,0,0,0,1,0,0,0,0,3.337175341,0.352941176,0,0,3,0,0
26,19,1,1,0.5229071,0.061777334,1,0,0,0,0,0,1,0,0,0,0,3.326360408,0.157894737,0,0,6,0,0
29,22,1,1,0.0799628,0.059372318,1,0,0,0,0,0,1,0,0,0,0,3.697845823,0.318181818,0,0,3,0,1
22,15,1,1,0.5229071,0.067064977,1,0,0,0,0,0,1,0,0,0,0,3.323231429,0.266666667,0,0,3,0,1
30,23,1,1,0.5229071,0.062682984,1,0,0,0,0,0,1,0,0,0,0,3.588354347,0.304347826,0,0,3,0,1
28,20,0,0.538461538,0.0033218,0.057620724,2,0,0,0,0,0,2,1,0,0,0,3.446439345,0.25,0,1,3,0,0
22,15,1,1,0.0799628,0.050705292,1,0,0,0,0,0,1,0,0,0,0,3.323231429,0.2,0.133333333,0,3,0,1
21,14,1,1,0.5229071,0.060589961,1,0,0,0,0,0,1,0,0,0,0,2.950212065,0.285714286,0,0,3,0,1
31,24,1,1,0.5229071,0.054101673,1,0,0,0,0,0,1,0,0,0,0,3.668295834,0.291666667,0,0,3,0,1
33,25,1,0.80952381,0.5229071,0.044237124,1,0,0,0,1,0,1,1,0,0,0,4.02346519,0.24,0.24,0,4,0,0
26,19,1,1,0.5229071,0.07112756,1,0,0,0,0,0,1,0,0,0,0,3.431623566,0.315789474,0,0,3,0,1
19,12,1,1,0.0115013,0.054333764,1,0,0,0,0,0,1,0,0,0,0,2.688721876,0.333333333,0,0,3,0,1
81,7,0,1,0.0129268,0.037337909,0,0,0,0,0,0,0,3,0,0,0,2.521640636,0.428571429,0,0,3,0,0
24,17,1,1,0.5229071,0.061026118,1,0,0,0,0,0,1,0,0,0,0,3.292770194,0.294117647,0,0,3,0,1
30,23,1,1,0.0799628,0.065673288,1,0,0,0,0,0,1,0,0,0,0,3.099436412,0.260869565,0,0,3,0,1
66,44,0,0.358974359,0.0001446,0.045952506,2,0,0,0,4,0,2,2,0,0,0,4.498871107,0.181818182,0.227272727,0,3,0,0
25,18,1,0.727272727,0.0100856,0.058456523,2,0,0,0,0,0,2,0,0,0,0,3.239097918,0.277777778,0,0,3,0,1
29,22,1,1,0.5229071,0.061058734,1,0,0,0,0,0,1,0,0,0,0,3.55034071,0.227272727,0,0,3,0,1
27,20,1,1,0.0799628,0.063344215,1,0,0,0,0,0,1,0,0,0,0,3.246439345,0.3,0,0,3,0,1
17,10,0,1,0.0141483,0.034500217,1,0,0,0,0,0,1,0,0,0,0,2.646439345,0.1,0,0,3,0,1
19,12,1,1,0.0799628,0.061318216,1,0,0,0,0,0,1,0,0,0,0,3.022055209,0.083333333,0,0,4,0,1
29,22,0,1,3.46E-05,0.060875731,1,0,0,0,0,0,1,0,0,0,0,3.6412498,0.272727273,0,0,3,0,1
19,13,1,0.8,0.5229071,0.060456279,1,0,0,0,1,0,1,0,0,0,0,3.180832987,0.153846154,0,0,3,0,0
26,20,0,0.923076923,0.0180132,0.014826489,2,0,0,0,0,0,2,0,0,0,0,3.746439345,0.05,0.35,0,4,0,0
33,26,0,1,0.012178,0.062324487,1,0,0,0,0,0,1,0,0,0,0,3.565448372,0.384615385,0,0,3,0,1
38,29,1,0.807692308,0.0059772,0.044400788,2,0,0,0,0,0,2,1,0,0,0,3.88333746,0.172413793,0.206896552,0,3,0,0
19,12,1,1,0.0326503,0.058286933,1,0,0,0,0,0,1,0,0,0,0,2.688721876,0.333333333,0,0,3,0,1
22,15,1,1,0.0326503,0.066255484,1,0,0,0,0,0,1,0,0,0,0,3.139572262,0.333333333,0,0,3,0,1
35,29,0,1,0.0050842,0.0528034,1,0,0,0,0,0,1,0,0,0,0,3.578001151,0.275862069,0,0,4,0,0
27,20,1,1,0.5229071,0.061931394,1,0,0,0,0,0,1,0,0,0,0,3.546439345,0.3,0,0,3,0,1
31,24,1,0.529411765,0.028555,0.059069535,2,0,0,0,1,0,2,0,0,0,0,3.740601563,0.25,0,0,3,0,1
25,18,1,1,0.5229071,0.05973261,1,0,0,0,0,0,1,0,0,0,0,3.572431251,0.277777778,0,0,3,0,1
26,19,1,0.545454545,0.5229071,0.061124518,1,0,0,0,1,0,1,0,0,0,0,3.536886724,0.315789474,0,0,3,0,1
29,22,1,0.466666667,0.028555,0.064135105,2,0,0,0,1,0,2,0,0,0,0,3.538310596,0.272727273,0,0,3,0,1
26,19,1,1,0.5229071,0.066203543,1,0,0,0,0,0,1,0,0,0,0,3.642149882,0.368421053,0,0,3,0,1
32,25,1,0.588235294,0.5229071,0.060959784,1,0,0,0,1,0,1,0,0,0,0,3.83326969,0.32,0,0,3,0,1
32,25,1,1,0.5229071,0.064556945,1,0,0,0,0,0,1,0,0,0,0,3.62346519,0.28,0,0,3,0,1
23,16,0,1,0.0021745,0.051516528,1,0,0,0,0,0,1,0,0,0,0,2.89939747,0.25,0,0,3,0,1
38,31,1,1,0.0799628,0.069634577,1,0,0,0,0,0,1,0,0,0,0,3.708093392,0.35483871,0,0,3,0,1
34,28,1,0.9,0.5229071,0.054373535,2,0,0,0,0,0,2,0,0,0,0,3.896291529,0.321428571,0,0,3,0,0
25,18,1,1,0.0799628,0.062110927,1,0,0,0,0,0,1,0,0,0,0,3.086048612,0.277777778,0,0,3,0,1
25,18,1,1,0.5229071,0.066189309,1,0,1,0,0,0,1,0,0,0,0,3.419381946,0.277777778,0,0,3,0,1
27,20,1,1,0.0799628,0.07014699,1,0,0,0,0,0,1,0,0,0,0,3.646439345,0.3,0,0,3,0,1
113,17,1,0.538461538,0.5229071,0.03883838,1,0,0,0,1,1,1,4,0,0,0,3.4548224,0.294117647,0,1,3,0,0
35,28,1,0.7,0.5229071,0.067607866,1,0,0,0,1,0,1,0,0,0,0,3.79790269,0.357142857,0,0,3,0,1
30,24,1,0.75,0.5229071,0.039987602,1,0,0,0,0,0,1,0,0,0,0,3.938721876,0.25,0.083333333,0,3,0,0
19,12,1,1,0.5229071,0.056278828,1,0,0,0,0,0,1,0,0,0,0,3.022055209,0.166666667,0,0,3,0,1
28,22,1,1,0.5229071,0.062614681,1,0,0,0,0,0,1,0,0,0,0,3.572623664,0.318181818,0,0,3,0,0
33,27,1,0.578947368,0.5229071,0.056779416,2,0,0,0,0,0,2,0,0,0,0,3.828237502,0.259259259,0,0,3,0,0
26,18,0,0.642857143,0.0009613,0.043878678,1,0,0,0,0,0,1,1,0,0,0,3.392147224,0.333333333,0.055555556,0,2,0,0
19,12,0,1,0.0082003,0.061150748,1,0,0,0,0,0,1,0,0,0,0,3.022055209,0.166666667,0,0,3,0,1
25,18,1,0.6,0.5229071,0.061488342,2,0,0,0,0,0,2,0,0,0,0,3.308270835,0.222222222,0,0,3,0,1
29,22,1,1,0.5229071,0.072072468,1,0,0,0,0,0,1,0,0,0,0,3.481714573,0.318181818,0,0,3,0,1
32,25,0,0.444444444,0.0230451,0.056248234,3,0,0,0,0,0,3,0,0,0,0,3.57366069,0.32,0,0,3,0,1
116,39,0,0.352941176,0.0001446,0.044911304,2,0,0,0,7,1,4,6,0,0,0,4.323613116,0.179487179,0.256410256,0,3,0,0
27,20,1,1,0.5229071,0.063913587,1,0,0,0,0,0,1,0,0,0,0,3.646439345,0.3,0,0,3,0,1
37,30,1,0.681818182,0.0799628,0.066282047,2,0,0,0,0,0,2,0,0,0,0,3.660754663,0.3,0,0,3,0,0
66,44,0,0.414634146,0.0129268,0.031335687,2,0,0,0,5,0,2,3,0,0,0,4.141836881,0.204545455,0.386363636,0,2,0,0
20,13,1,1,0.0799628,0.057601578,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.153846154,0,0,4,0,1
46,40,1,0.34375,0.5229071,0.059418829,3,0,0,0,3,0,3,0,0,0,0,4.056198333,0.3,0.025,0,3,0,0
25,18,1,1,0.0384199,0.062742839,1,0,0,0,0,0,1,0,0,0,0,3.350209029,0.333333333,0,0,3,0,1
28,21,1,1,0.5229071,0.061599725,1,0,0,0,0,0,1,0,0,0,0,3.689703732,0.333333333,0,0,3,0,0
28,14,0,1,0.000386,0.043459475,0,0,0,1,0,0,0,1,0,0,0,3.235926351,0.285714286,0,0,3,0,0
17,10,0,1,0.0004584,0.037804636,1,0,0,0,0,0,1,0,0,0,0,2.646439345,0.1,0,0,3,0,1
21,15,0,1,0.0002752,0.054001542,1,0,0,0,0,0,1,0,0,0,0,3.189898095,0.2,0.133333333,0,3,0,0
31,5,0,1,5.02E-05,0.037407268,0,0,0,0,0,2,0,1,0,0,0,2.321928095,0.2,0,0,2,0,0
25,18,1,1,0.5229071,0.068113235,1,0,1,0,0,0,1,0,0,0,0,3.419381946,0.277777778,0,0,3,0,1
25,18,1,0.8,0.5229071,0.075067213,1,0,0,0,1,0,1,0,0,0,0,3.350209029,0.277777778,0,0,3,0,1
32,25,1,1,0.5229071,0.059321577,1,0,0,0,0,0,1,0,0,0,0,3.643074189,0.28,0,0,3,0,1
25,18,0,0.727272727,0.0094423,0.063759732,2,0,0,0,0,0,2,0,0,0,0,3.26633264,0.222222222,0,0,3,0,1
31,24,1,1,0.5229071,0.064781385,1,0,0,0,0,0,1,0,0,0,0,3.720175521,0.375,0,0,3,0,1
43,17,0,0.846153846,0.0017496,0.023363994,1,0,0,0,1,0,1,4,0,0,0,3.616874606,0.058823529,0.411764706,0,3,0,0
26,19,0,1,0.0180132,0.056938323,1,0,0,0,0,0,1,0,0,0,0,3.576617645,0.263157895,0,0,3,0,1
27,20,1,1,0.5229071,0.056528795,1,0,1,0,0,0,1,0,0,0,0,3.446439345,0.3,0,0,3,0,1
28,21,1,0.615384615,0.5229071,0.063358188,1,0,0,0,1,0,1,0,0,0,0,3.653756708,0.285714286,0,0,3,0,1
27,20,0,1,0.0082003,0.058922113,1,0,0,0,0,0,1,0,0,0,0,3.38418372,0.25,0,0,3,0,1
29,22,0,0.533333333,0.0001858,0.057146277,1,0,0,1,1,0,1,0,0,0,0,3.629219687,0.272727273,0,0,3,0,0
34,27,1,0.526315789,0.0115013,0.058195879,2,0,0,0,0,0,2,0,0,0,0,3.782122224,0.296296296,0,0,4,0,1
24,18,1,1,0.0384199,0.069590742,1,0,0,0,0,0,1,0,0,0,0,3.308270835,0.333333333,0,0,3,0,0
27,20,1,1,0.5229071,0.064314923,1,0,0,1,0,0,1,0,0,1,0,3.446439345,0.25,0,0,3,0,1
25,19,1,1,0.5229071,0.057295397,1,0,0,0,0,0,1,0,0,0,0,3.576617645,0.263157895,0,0,3,0,0
26,19,1,1,0.5229071,0.074755935,1,0,0,0,0,0,1,0,0,0,0,3.115834092,0.315789474,0,0,3,0,1
26,18,0,0.642857143,0.0009613,0.043011082,1,0,0,0,0,0,1,1,0,0,0,3.308270835,0.333333333,0.055555556,0,2,0,0
20,13,0,1,0.0141483,0.044370516,1,0,0,0,0,0,1,0,0,0,0,3.180832987,0.153846154,0,0,3,0,1
28,21,1,0.857142857,0.028555,0.050461235,2,0,0,0,0,0,2,0,0,0,0,3.522571589,0.238095238,0,0,4,0,1
33,26,0,0.473684211,0.0094423,0.050213549,2,0,0,0,0,0,2,0,0,0,0,3.690260391,0.192307692,0.038461538,0,3,0,1
30,23,1,1,0.0799628,0.052525003,1,0,0,0,0,0,1,0,0,0,0,3.795088586,0.304347826,0,0,3,0,0
25,18,1,1,0.5229071,0.056450934,1,0,0,0,0,0,1,0,0,0,0,3.127986807,0.166666667,0,0,6,0,1
43,37,1,0.636363636,0.5229071,0.057670642,1,0,0,0,0,0,1,0,0,0,0,3.884600663,0.351351351,0,0,4,0,0
31,25,1,0.4375,0.0075051,0.047499956,1,0,0,0,2,0,1,0,0,0,0,3.70346519,0.28,0,0,4,0,0
27,20,1,1,0.5229071,0.057648949,1,0,0,0,0,0,1,0,0,0,0,3.421928095,0.3,0,0,3,0,1
22,15,0,1,0.0003682,0.054057619,1,0,0,0,0,0,1,0,0,0,0,3.106890596,0.2,0,0,3,0,1
30,23,1,1,0.5229071,0.059737829,1,0,0,0,0,0,1,0,0,0,0,3.795088586,0.304347826,0,0,3,0,1
23,16,0,1,0.0023289,0.056472215,1,0,0,0,0,0,1,0,0,0,0,3.125,0.25,0,0,3,0,0
41,33,1,0.517241379,0.5229071,0.050328032,1,0,0,0,2,0,1,1,0,0,0,4.294246013,0.333333333,0.121212121,0,2,0,0
32,11,1,1,0.5229071,0.05773684,0,0,1,0,0,0,0,1,0,0,0,3.459431619,0.272727273,0,0,2,0,0
26,19,0,1,0.0082003,0.04175123,1,0,0,0,0,0,1,0,0,0,0,3.40582225,0.210526316,0,0,3,0,1
24,17,0,1,0.0129268,0.064676401,1,0,0,0,0,0,1,0,0,0,0,3.292770194,0.352941176,0,0,3,0,1
22,15,1,1,0.0799628,0.060744888,1,0,0,0,0,0,1,0,0,0,0,3.323231429,0.266666667,0,0,3,0,1
36,29,1,1,0.5229071,0.059665419,1,0,0,0,0,0,1,0,0,0,0,3.814371943,0.310344828,0,0,3,0,1
33,24,1,0.65,0.5229071,0.052865521,1,0,0,0,1,0,1,1,0,0,0,3.918295834,0.291666667,0.083333333,0,2,0,0
27,20,0,0.769230769,5.21E-05,0.061690871,2,0,0,0,0,0,2,0,0,0,0,3.546439345,0.25,0,0,3,0,1
27,20,1,1,0.5229071,0.054258141,1,0,0,0,0,0,1,0,0,0,0,3.58418372,0.25,0,0,4,0,1
24,17,1,1,0.5229071,0.058177469,1,0,0,0,0,0,1,0,0,0,0,3.337175341,0.235294118,0,0,3,0,1
22,15,1,1,0.5229071,0.064900162,0,0,0,0,0,0,0,1,0,0,0,3.240223929,0.333333333,0,0,3,0,0
31,24,1,1,0.5229071,0.071742356,1,0,0,0,0,0,1,0,0,0,0,3.605388542,0.333333333,0,0,3,0,1
31,24,1,1,0.5229071,0.051205039,1,0,0,0,0,0,1,0,0,0,0,3.855388542,0.208333333,0,0,4,0,1
29,22,1,0.866666667,0.028555,0.057462319,2,0,0,0,0,0,2,0,0,0,0,3.572623664,0.272727273,0,0,3,0,1
62,35,1,0.35483871,0.5229071,0.057373058,2,0,0,0,2,0,3,3,0,1,0,3.978864088,0.371428571,0,0,3,0,0
37,31,1,0.652173913,0.5229071,0.051029515,2,0,0,0,0,0,2,0,0,0,0,3.83712565,0.225806452,0,0,5,0,0
25,18,1,1,0.0326503,0.063107864,1,0,0,0,0,0,1,0,0,0,0,3.419381946,0.388888889,0,0,3,0,1
29,22,1,1,0.5229071,0.067945955,1,0,1,0,0,0,1,0,0,0,0,3.322179346,0.227272727,0,0,5,0,1
30,23,1,0.875,0.028555,0.0589571,2,0,0,0,0,0,2,0,0,0,0,3.522711956,0.304347826,0,0,3,0,1
28,21,1,0.857142857,0.028555,0.059618699,2,0,0,0,0,0,2,0,0,0,0,3.522571589,0.333333333,0,0,3,0,1
35,26,1,0.47826087,0.0059772,0.046553928,2,0,0,0,0,0,2,1,0,1,0,3.767183468,0.269230769,0.192307692,0,2,0,0
41,33,0,0.433333333,0.0129268,0.060896608,1,0,0,0,2,0,1,1,0,0,0,3.625335894,0.424242424,0,0,3,0,0
29,22,1,1,0.5229071,0.063523881,1,0,0,0,0,0,1,0,0,0,0,3.516027641,0.318181818,0,0,3,0,1
22,15,0,1,0.0040185,0.066694316,1,0,0,0,0,0,1,0,0,0,0,3.139572262,0.333333333,0,0,3,0,1
27,20,0,1,0.012178,0.062435377,1,0,0,0,0,0,1,0,0,0,0,3.046439345,0.35,0,0,3,0,1
19,12,0,1,0.0069695,0.043538832,1,0,0,0,0,0,1,0,0,0,0,3.022055209,0.083333333,0,0,3,0,0
35,28,1,0.4,0.5229071,0.058090981,1,0,0,0,2,0,1,0,0,0,0,4.110577243,0.285714286,0,0,3,0,1
20,12,0,0.444444444,0,0.001458526,2,1,0,0,0,0,2,1,0,0,0,2.688721876,0,0.75,0,0,0,0
24,17,1,1,0.0326503,0.051232288,1,0,0,0,0,0,1,0,0,0,0,3.337175341,0.235294118,0,0,3,0,1
53,47,1,0.545454545,0.0059772,0.061732512,1,0,0,0,2,0,1,0,0,0,0,3.759258205,0.361702128,0,0,4,0,0
24,17,1,1,0.5229071,0.068353246,1,0,0,0,0,0,1,0,0,0,0,3.219528282,0.294117647,0,0,3,0,1
25,18,1,1,0.5229071,0.05370011,1,0,0,0,0,0,1,0,0,0,0,3.350209029,0.222222222,0,0,3,0,1
23,17,1,1,0.5229071,0.067393315,1,0,0,0,0,0,1,0,0,0,0,3.337175341,0.294117647,0,0,3,0,0
26,19,0,1,0.0022943,0.052370905,1,0,0,0,0,0,1,0,0,0,0,3.471354487,0.157894737,0,0,4,0,1
41,20,1,0.625,0.5229071,0.044715526,1,0,0,0,1,0,1,2,0,0,0,3.721928095,0.3,0,0,2,0,0
31,22,0,0.555555556,0.0009613,0.055211006,1,0,0,0,1,0,1,1,0,0,0,3.697845823,0.272727273,0,0,3,0,0
37,28,1,0.708333333,0.5229071,0.046807086,1,0,0,0,1,0,1,1,0,0,0,4.164497779,0.25,0.214285714,0,4,0,0
31,24,1,1,0.5229071,0.066002504,1,0,0,0,0,0,1,0,0,0,0,3.625814584,0.333333333,0,0,3,0,1
16,9,0,1,0.0002773,0.062841958,1,0,0,0,0,0,1,0,0,0,0,2.197159723,0.111111111,0,0,3,0,1
25,18,0,0.7,0.0017496,0.02606056,1,0,0,0,0,0,1,0,0,0,0,3.683542362,0.111111111,0.222222222,0,3,0,0
92,27,1,0.391304348,0.5229071,0.04480786,3,0,0,0,0,1,4,4,25,1,0,3.986187965,0.185185185,0.111111111,0,3,0,0
34,27,1,0.684210526,0.5229071,0.057664119,2,0,0,0,0,0,2,0,0,0,0,3.633974076,0.259259259,0,0,3,0,1
26,19,1,1,0.5229071,0.062011277,1,0,0,0,0,0,1,0,0,0,0,3.366091329,0.210526316,0,0,4,0,1
24,18,1,0.818181818,0.028555,0.051210765,2,0,0,0,0,0,2,0,0,0,0,3.350209029,0.222222222,0,0,3,0,0
88,16,1,0.916666667,0.5229071,0.030178222,1,0,0,0,0,1,2,3,6,0,0,3.202819531,0.3125,0.0625,1,2,0,0
29,22,1,1,0.5229071,0.066586096,1,0,0,0,0,0,1,0,0,0,0,3.629219687,0.318181818,0,0,3,0,1
24,17,1,0.666666667,0.0115013,0.060059943,2,0,0,0,0,0,2,0,0,0,0,3.292770194,0.294117647,0,0,3,0,1
32,25,1,1,0.0799628,0.059512587,1,0,0,0,0,0,1,0,0,0,0,3.86346519,0.28,0,0,4,0,1
25,15,0,1,0.0002752,0.050720223,1,0,0,0,0,0,1,2,0,0,0,3.323231429,0.133333333,0,0,3,0,0
24,17,1,1,0.5229071,0.054761105,1,0,0,0,0,0,1,0,0,0,0,3.057476076,0.176470588,0,0,3,0,1
29,22,1,1,0.5229071,0.057375257,1,0,0,0,0,0,1,0,0,0,0,3.6412498,0.272727273,0,0,3,0,1
76,28,0,0.48,0.001523,0.03872717,1,0,0,0,1,0,1,2,0,0,0,3.9677201,0.321428571,0,0,3,0,0
26,19,1,1,0.0799628,0.063736674,1,0,0,0,0,0,1,0,0,0,0,3.681880803,0.368421053,0,0,3,0,1
59,38,1,0.542857143,0.0059772,0.021630058,2,0,0,0,0,0,3,1,0,0,0,3.862948817,0.052631579,0.710526316,0,2,0,0
40,33,1,0.36,0.5229071,0.066260172,1,0,0,0,2,0,1,0,0,0,0,3.899714195,0.303030303,0,0,3,0,1
33,26,1,0.894736842,0.028555,0.061961165,2,0,0,0,0,0,2,0,0,0,0,3.796217603,0.269230769,0,0,4,0,1
40,29,0,0.769230769,0.0180132,0.033387773,2,0,0,0,0,0,2,2,0,0,0,4.228165047,0.206896552,0.24137931,0,4,0,0
92,51,0,0.666666667,0.0129268,0.053110929,1,0,0,0,1,0,1,2,0,0,0,4.201139804,0.392156863,0,0,5,0,0
21,14,0,1,0.0129268,0.065574954,1,0,0,0,0,0,1,0,0,0,0,3.182005815,0.357142857,0,0,3,0,1
24,17,1,1,0.0799628,0.063192997,1,0,0,0,0,0,1,0,0,0,0,3.146286371,0.235294118,0,0,3,0,1
19,13,1,0.8,0.5229071,0.050607946,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.230769231,0.076923077,0,3,0,0
69,42,1,0.342105263,0.5229071,0.043920308,3,0,0,0,3,0,4,3,0,1,0,4.231486768,0.238095238,0.214285714,0,3,0,0
22,15,0,1,0.0069695,0.046899446,1,0,0,0,0,0,1,0,0,0,0,3.323231429,0.133333333,0,0,3,0,1
22,15,0,1,3.38E-05,0.0586904,1,0,0,0,0,0,1,0,0,0,0,3.189898095,0.333333333,0,0,3,0,0
34,28,0,1,0.0008457,0.059881574,1,0,0,0,0,0,1,0,0,0,0,3.780394654,0.321428571,0,0,4,0,0
31,24,1,0.588235294,0.0101825,0.059920558,2,0,0,0,0,0,2,0,0,0,0,3.371653522,0.375,0,0,3,0,1
29,22,1,0.866666667,0.028555,0.054888551,2,0,0,0,0,0,2,0,0,0,0,3.481714573,0.272727273,0.090909091,0,3,0,1
