HasDescription,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfExternalRef,title_has_suspicious_words,title_has_numbers,title_word_count,title_char_count,title_exclamation_count,title_question_count,suspicious_score,label
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0
1,1,1,1,0,0,0,0,1,3,2,8,71,29,0,0,1,3,0,0,2,1
1,1,0,0,0,0,0,0,1,8,8,21,21,26,0,0,1,16,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,12,0,0,0,0
1,1,0,0,0,1,0,0,0,45,1,4,3,29,0,0,1,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,1,38,3,11,13,97,0,0,1,6,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,27,0,0,0,0
0,0,0,1,0,0,0,0,0,10,4,7,33,3,0,0,1,12,0,0,1,1
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,22,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,38,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
1,0,0,0,0,0,0,0,1,6,3,5,11,12,0,0,1,11,0,0,0,1
1,1,0,1,0,0,1,0,1,83,7,28,265,266,0,0,1,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
1,1,1,1,0,0,0,0,1,7,8,15,10,23,0,0,1,6,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,0,0,0,0
0,1,1,0,0,1,0,0,1,90,8,14,4,21,0,0,1,6,0,0,1,1
1,1,1,1,0,0,0,0,1,33,3,20,174,157,0,0,1,3,0,0,0,1
0,0,1,0,0,0,0,0,1,4,1,6,2,2,0,1,1,28,0,0,0,0
0,1,1,1,0,1,1,0,1,8,3,8,30,4,0,0,1,7,0,0,2,1
1,0,1,1,0,0,0,0,0,0,1,1,0,9,0,0,1,7,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
1,1,1,1,0,0,1,1,1,5,6,14,66,103,0,0,1,15,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,1,1,0,0,0,1,83,9,14,354,380,0,0,1,15,0,0,0,1
0,1,1,1,0,0,0,0,0,8,15,8,68,27,0,0,1,5,0,0,0,1
1,1,1,1,0,0,1,0,0,29,6,26,61,77,0,0,1,18,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,1,50,27,31,67,87,0,0,1,4,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
1,1,1,1,0,0,0,0,1,106,2,13,437,24,0,0,1,13,0,0,0,1
1,1,1,0,0,0,0,0,1,58,2,9,199,211,0,0,1,11,0,0,11,1
1,1,1,0,0,0,1,0,1,272,7,13,222,284,0,0,1,8,0,0,7,1
1,1,1,1,1,1,1,0,1,267,34,52,161,22,0,0,1,8,0,0,21,1
1,1,1,0,0,0,0,0,1,16,5,5,103,18,0,0,1,17,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,0,1,0,0,0,0,1,3,3,5,0,14,0,0,1,9,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,68,0,1,0,0
1,1,1,1,1,0,0,1,1,66,3,16,293,257,0,0,1,8,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,76,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,23,0,0,0,0
0,1,1,1,0,0,0,0,1,17,19,36,73,77,0,0,1,20,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,0,0,0,1,0,1,24,19,23,0,11,0,0,1,6,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,8,0,0,0,0
1,1,0,0,0,0,0,0,1,24,13,11,0,9,0,0,1,16,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,17,0,0,0,0
1,1,0,0,0,1,0,0,1,12,4,4,42,14,0,0,1,11,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,19,0,0,0,0
1,1,1,1,0,0,0,0,1,36,21,15,108,41,0,0,1,10,0,0,3,1
0,0,0,0,0,0,0,0,1,1,2,5,15,2,0,0,1,9,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,23,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,1,0,1,226,36,43,573,585,0,1,1,7,0,0,0,1
1,0,1,1,0,0,0,0,1,13,6,9,92,94,0,0,1,16,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,1,0,1,0,1,138,38,69,79,160,0,0,1,10,0,0,4,1
0,1,1,1,0,0,0,0,1,8,5,7,88,93,0,0,1,9,0,0,0,1
0,1,1,1,0,0,0,0,1,29,26,18,91,133,0,0,1,14,0,0,17,1
0,1,1,1,0,0,1,0,1,20,38,45,150,167,0,0,1,18,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0,0,0
0,1,1,1,0,0,0,0,1,48,10,83,44,62,0,0,1,7,0,0,0,1
1,1,1,1,0,0,0,0,1,47,14,12,104,108,0,0,1,15,0,0,2,1
1,1,1,1,0,1,0,0,1,33,26,25,99,41,0,0,1,10,0,0,1,1
0,0,1,1,1,1,1,0,0,8,1,9,2,3,0,0,1,21,0,0,0,0
1,0,0,1,0,0,0,0,0,15,4,7,26,11,0,0,1,13,0,0,0,1
1,1,1,1,0,1,1,0,1,81,9,58,234,66,0,0,1,17,0,0,3,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
0,0,1,1,0,0,1,0,1,36,13,7,95,17,0,0,1,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,0,0,0,1,0,1,4,0,6,2,1,0,0,1,45,0,0,0,0
1,1,0,0,0,0,0,0,1,10,6,8,12,16,0,0,1,11,0,0,0,1
1,1,1,1,0,0,0,0,1,120,0,0,178,193,0,0,1,10,0,0,0,1
1,1,0,1,0,0,0,0,1,3,6,5,14,4,0,0,1,15,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,1,1,0,1,0,1,48,17,45,153,50,0,0,1,11,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,1,1,1,1,17,37,25,96,33,0,0,1,13,0,0,3,1
1,1,1,1,1,0,0,0,0,25,2,33,125,163,0,0,1,14,0,0,9,1
1,1,1,0,0,0,0,0,1,10,5,10,44,22,0,0,1,15,0,0,7,1
1,1,1,1,0,0,0,0,1,45,23,35,129,135,0,0,1,10,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,18,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,1,0,0,0,0,1,12,5,14,63,24,0,0,1,8,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,24,0,0,0,0
1,1,1,1,0,0,0,0,1,47,11,9,169,30,0,0,1,19,0,0,2,1
1,1,1,1,0,0,0,0,1,33,17,25,215,228,0,0,1,7,0,0,3,1
0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,1,15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,14,0,0,0,0
0,0,0,1,0,1,1,0,0,19,3,9,1,4,0,1,1,25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
1,0,0,0,0,1,1,0,1,30,0,2,24,39,0,0,1,18,0,0,0,1
0,1,1,1,0,0,0,0,1,21,9,18,41,55,0,0,1,10,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,57,0,0,0,0
0,0,1,1,0,0,0,0,1,1,1,0,0,4,0,0,1,36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,1,0,0,0,0,1,40,2,6,93,48,0,0,1,8,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
1,1,0,1,0,0,0,0,1,31,11,28,48,45,0,0,1,5,0,0,3,1
0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,1,39,0,0,0,0
1,1,1,1,0,0,0,0,1,11,13,20,213,241,0,0,1,8,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,1,0
1,1,1,1,0,0,0,0,1,17,3,4,25,14,0,0,1,9,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
1,1,0,0,0,0,0,0,1,89,4,11,154,126,0,1,1,8,0,0,1,1
1,1,1,1,0,0,0,0,0,113,2,8,112,8,0,0,1,18,0,0,0,1
0,1,0,0,0,0,1,0,0,26,8,7,129,120,0,0,1,7,0,0,0,1
1,0,0,0,1,1,0,0,0,7,6,9,0,12,0,0,1,51,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,1,0,0,0,0,1,41,7,18,162,34,1,0,1,15,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0
0,0,0,0,0,1,0,0,1,2,4,7,0,2,0,1,1,27,0,0,0,0
0,1,1,0,0,0,0,0,1,38,2,8,85,22,0,0,1,9,0,0,0,1
1,1,1,1,1,1,1,0,1,106,2,32,127,13,0,0,1,8,0,0,19,1
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,24,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,0,0,0
0,1,1,1,0,0,0,0,1,60,38,23,92,50,0,0,1,5,0,0,2,1
1,1,1,0,0,1,1,0,1,12,3,14,87,23,0,0,1,16,0,0,0,1
1,1,1,1,0,0,0,0,0,155,18,24,291,149,0,0,1,13,0,0,5,1
1,1,1,1,0,0,1,0,0,9,23,31,111,125,0,0,1,11,0,0,1,1
1,0,1,1,0,0,0,0,1,13,6,11,60,65,0,0,1,15,0,0,0,1
0,0,0,0,0,0,0,0,1,8,1,5,7,5,0,1,1,9,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,5,1,4,1,0,0,1,1,31,0,0,0,0
1,1,0,1,0,0,0,0,1,24,29,35,81,24,0,0,1,17,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,0,0,0,0,0,1,22,3,6,30,20,0,0,1,11,0,0,4,1
1,1,0,0,0,1,0,0,1,11,2,3,0,102,0,0,1,7,0,0,0,1
1,1,0,1,0,0,0,0,1,44,4,10,48,87,0,0,1,9,0,0,0,1
1,1,0,1,0,0,0,0,1,11,4,8,48,137,0,0,1,4,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,29,0,0,0,0
1,1,1,1,0,0,1,0,0,13,14,10,24,6,0,0,1,20,0,0,4,1
0,1,1,1,0,0,1,1,1,43,3,8,177,72,0,0,1,16,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,25,0,0,0,0
1,1,0,0,0,1,1,0,0,52,10,33,188,83,0,1,1,5,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,1,90,7,14,274,279,0,0,1,10,0,0,0,1
1,1,0,1,0,1,1,0,0,48,1,11,199,206,0,0,1,2,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,1,1,0,0,1,243,28,53,686,717,0,0,1,12,0,0,3,1
1,1,1,1,0,0,0,0,1,21,23,25,87,63,0,0,1,10,0,0,4,1
1,0,1,1,0,0,0,0,1,1,5,0,2,5,0,0,1,11,0,0,0,1
0,1,0,0,0,0,0,1,0,503,14,12,8,1,0,0,1,11,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,18,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0
1,1,0,0,0,0,0,0,0,5,1,1,3,3,0,0,1,13,0,0,0,1
0,0,0,0,0,0,1,0,0,3,0,0,0,16,0,1,1,10,0,0,0,0
1,1,0,1,0,0,1,0,1,45,4,1,54,28,0,0,1,19,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,1,41,15,25,104,106,0,0,1,19,0,0,3,1
1,1,1,1,0,1,0,0,1,104,4,28,168,175,0,0,1,11,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1,1,1,0,0,0,0,0,0,408,47,17,627,156,0,0,1,16,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,1,13,18,23,0,4,0,0,1,9,0,0,1,1
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,95,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,68,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0
1,1,1,1,0,0,0,0,0,11,5,14,12,12,0,0,1,15,0,0,1,1
1,1,1,1,0,0,1,0,1,18,29,40,133,118,0,0,1,5,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,1,0,1,0,0,1,83,23,12,259,11,0,0,1,8,0,0,5,1
0,1,0,0,0,0,0,0,0,25,3,7,272,336,0,0,1,8,0,0,21,1
1,0,0,0,0,0,1,0,1,33,1,3,14,89,0,0,1,5,0,0,0,1
1,1,1,1,0,0,0,0,0,70,2,7,94,103,0,0,1,17,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,1,34,3,20,83,129,0,0,1,14,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,6,1,0,4,0,1,1,82,0,0,0,0
0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,74,0,1,0,0
1,1,1,1,1,0,1,0,1,95,2,10,347,62,0,0,1,6,0,0,4,1
0,1,1,1,0,0,0,0,1,28,9,6,52,51,0,0,1,14,0,0,4,1
1,1,1,1,0,0,0,0,1,17,23,33,72,83,0,0,1,17,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,1,0,0,19,29,35,77,85,0,0,1,10,0,0,0,1
0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,30,0,0,0,0
1,1,1,1,1,1,1,0,1,33,8,52,26,21,0,0,1,8,0,0,36,1
0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,5,0,0,0,0
1,1,0,0,0,0,0,0,1,24,13,20,100,105,0,0,1,8,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1,3,0,5,0,0,1,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
1,0,0,0,0,0,0,0,1,5,0,3,11,14,0,0,1,14,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,36,0,0,0,0
1,1,0,0,0,0,1,0,1,16,10,7,82,9,0,0,1,14,0,0,3,1
0,0,1,1,0,0,0,0,0,0,2,0,2,2,0,1,1,30,0,0,0,0
1,1,1,1,0,1,1,0,0,54,27,50,162,173,0,0,1,9,0,0,4,1
1,1,1,1,0,0,0,0,1,4,17,14,43,43,0,0,1,14,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,13,0,0,0,0
0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,1,16,0,0,0,0
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,95,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,17,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,28,0,0,0,0
1,1,1,1,0,1,0,0,1,91,5,12,142,56,0,0,1,4,0,0,5,1
1,1,1,0,0,1,0,0,1,82,12,44,296,224,0,0,1,11,0,0,0,1
0,1,1,0,0,0,0,0,1,134,1,6,49,52,0,0,1,12,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
1,1,1,1,0,0,1,0,1,141,0,0,0,90,0,0,1,10,0,0,0,1
0,0,1,1,0,0,0,0,0,1,5,9,7,75,0,0,1,14,0,0,0,1
1,1,0,0,0,0,0,0,1,9,1,12,0,3,0,0,1,13,0,0,0,1
0,0,1,0,0,0,0,0,1,23,2,14,33,14,0,0,1,16,0,0,1,1
0,0,0,1,0,0,0,0,0,11,13,8,7,104,0,0,1,6,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
1,1,1,1,1,0,0,0,1,21,15,20,83,13,0,0,1,9,0,0,0,1
1,0,1,1,0,0,0,0,1,45,1,8,227,41,0,0,1,9,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
0,1,1,1,0,0,1,0,1,72,3,5,242,270,0,0,1,12,0,0,7,1
1,1,1,0,0,1,0,0,1,16,9,17,63,73,0,0,1,10,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
0,0,1,1,0,0,0,0,0,7,7,13,24,23,0,0,1,32,0,0,0,0
1,1,1,1,0,0,0,0,1,27,8,17,245,15,0,0,1,13,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,1,1,21,0,6,64,3,0,0,1,11,0,0,0,1
0,1,0,1,0,0,0,0,0,33,1,2,36,75,0,1,1,5,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
1,1,0,0,0,0,0,0,0,7,6,17,50,56,0,1,1,10,0,0,0,1
0,0,1,1,0,0,0,0,1,23,5,12,34,3,0,0,1,10,0,0,1,1
1,1,0,0,0,0,0,0,1,32,6,28,65,60,0,0,1,28,0,0,0,1
0,1,0,1,0,0,0,0,1,27,4,25,98,47,0,0,1,6,0,0,10,1
1,1,0,0,0,1,1,0,1,18,5,8,2,13,0,0,1,12,0,0,1,1
0,1,0,0,0,0,0,0,0,22,4,7,85,99,0,0,1,12,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11,0,0,0,0
1,0,1,1,1,1,1,0,1,127,12,40,30,10,0,0,1,10,0,0,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,1,1,0,1,0,1,11,10,11,68,8,0,0,1,14,0,0,6,1
1,1,1,1,0,0,1,0,1,24,3,84,42,13,0,0,1,8,0,0,0,1
0,1,0,0,0,0,1,0,0,118,1,0,19,161,0,0,1,15,0,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,31,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
0,1,1,0,0,1,1,0,1,117,11,13,324,337,0,0,1,15,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,1,18,1,7,31,27,0,0,1,10,0,0,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,2,0,2,1,0,0,1,15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1,1,0,1,0,0,0,0,1,63,2,12,65,11,0,0,1,11,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
0,0,0,0,1,0,0,0,0,2,4,2,0,1,0,1,1,28,0,0,0,0
1,0,0,0,0,0,0,0,1,98,11,19,14,77,0,0,1,18,0,0,4,1
0,0,1,0,1,1,0,0,0,0,12,0,1,0,0,1,1,34,0,0,0,0
1,1,1,0,1,1,1,0,1,7,2,15,20,11,0,0,1,14,0,0,19,1
1,1,1,1,0,0,0,0,1,44,18,21,89,92,0,0,1,9,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,1,18,4,15,93,38,0,0,1,3,0,0,1,1
1,0,0,0,0,0,0,0,1,50,2,8,108,14,0,0,1,9,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,0,0,0,0,0,1,18,2,7,51,3,0,0,1,7,0,0,2,1
1,1,0,0,0,0,0,0,0,12,3,9,56,68,0,0,1,13,0,0,6,1
1,1,1,1,1,1,1,0,1,11,4,26,102,17,0,0,1,12,0,0,19,1
0,0,1,1,0,0,0,0,1,10,2,1,0,0,0,0,1,44,0,0,0,0
1,1,1,1,0,0,1,0,1,42,0,12,92,78,0,0,1,11,0,0,3,1
0,0,1,1,0,0,0,0,1,54,1,7,122,88,0,0,1,15,0,0,1,1
1,1,1,0,0,0,1,0,1,9,17,28,61,72,0,0,1,6,0,0,1,1
1,1,1,1,0,0,0,0,1,15,16,27,105,116,0,0,1,14,0,0,2,1
1,0,0,1,0,0,0,0,1,34,4,5,108,4,0,0,1,17,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,0,1,0,1,0,1,0,2,0,0,2,0,1,1,27,0,0,0,0
1,1,0,0,0,0,0,0,1,16,6,11,43,64,0,0,1,11,0,0,2,1
1,1,1,0,0,0,0,0,1,130,13,14,195,69,0,0,1,13,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,4,2,8,3,1,0,1,1,22,0,0,0,0
0,1,1,1,1,0,0,0,1,19,12,20,1,18,0,0,1,10,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,46,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
0,1,1,0,0,1,0,0,1,74,8,14,93,129,0,0,1,12,0,0,0,1
0,0,0,0,0,0,1,0,1,36,2,1,6,8,0,0,1,7,0,0,0,1
1,1,1,0,0,1,0,1,1,69,4,15,186,265,0,0,1,11,0,0,3,1
1,0,1,0,0,0,0,0,1,3,6,6,48,38,0,0,1,7,0,0,0,1
1,1,1,1,0,0,0,0,1,108,5,12,196,45,0,0,1,9,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,1,0,0,1,0,1,3,4,3,47,15,0,0,1,14,0,0,4,1
0,0,1,1,1,0,0,0,0,6,0,2,4,14,0,1,1,197,0,1,0,0
1,0,0,1,0,0,0,0,1,44,3,15,214,43,0,0,1,8,0,0,1,1
0,1,1,1,0,0,0,0,1,12,10,10,68,75,0,0,1,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,14,0,0,0,0
0,1,0,0,0,1,0,0,1,26,4,13,4,9,0,0,1,15,0,0,0,1
